"0","library(seqLogo)"
"0","print (round (PWM,2))"
"1"," "
"1","  p1"
"1","  p2"
"1","  p3"
"1"," p4"
"1"," p5"
"1","  p6"
"1","  p7"
"1","  p8"
"1","  p9"
"1","
A"
"1"," 0.3"
"1"," 0.6"
"1"," 0.1"
"1","  0"
"1","  0"
"1"," 0.6"
"1"," 0.7"
"1"," 0.2"
"1"," 0.1"
"1","
C"
"1"," 0.2"
"1"," 0.2"
"1"," 0.1"
"1","  0"
"1","  0"
"1"," 0.2"
"1"," 0.1"
"1"," 0.1"
"1"," 0.2"
"1","
G"
"1"," 0.1"
"1"," 0.1"
"1"," 0.7"
"1","  1"
"1","  0"
"1"," 0.1"
"1"," 0.1"
"1"," 0.5"
"1"," 0.1"
"1","
T"
"1"," 0.4"
"1"," 0.1"
"1"," 0.1"
"1","  0"
"1","  1"
"1"," 0.1"
"1"," 0.1"
"1"," 0.2"
"1"," 0.6"
"1","
"
"0","print ("""")"
"1","[1]"
"1"," """""
"1","
"
"0","seqLogo (PWM)"
